[2025-12-30T11:48:17.648+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2509, completion-tokens, 48, total-tokens, 2557, cost-ms, 2332, requestId, 4fa89818-c8c4-9031-9e6d-38a59fcbcad6, temperature, 0
[2026-01-04T12:34:11.939+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2512, completion-tokens, 109, total-tokens, 2621, cost-ms, 5606, requestId, 7ea1bffc-5a7b-9a99-9b4d-d3c272555cf9, temperature, 0
[2026-01-04T12:34:18.495+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2508, completion-tokens, 81, total-tokens, 2589, cost-ms, 3242, requestId, 5731e021-65b8-9424-8532-ab5275c2219b, temperature, 0
[2026-01-04T12:34:27.828+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2516, completion-tokens, 89, total-tokens, 2605, cost-ms, 3543, requestId, 57047bb8-f335-9004-b653-078e77e33a30, temperature, 0
[2026-01-04T12:34:38.576+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 895, completion-tokens, 90, total-tokens, 985, cost-ms, 5086, requestId, 928d5dc8-81aa-9a9c-a661-d58959de5be5, temperature, 0
[2026-01-04T12:34:43.466+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2511, completion-tokens, 84, total-tokens, 2595, cost-ms, 2641, requestId, f714e936-00b3-9627-b012-ca3ec5807060, temperature, 0
[2026-01-04T12:36:28.251+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2519, completion-tokens, 83, total-tokens, 2602, cost-ms, 2975, requestId, e62155d3-abdf-904a-8a4d-690ac6841dd7, temperature, 0
[2026-01-04T12:36:34.653+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2899, completion-tokens, 90, total-tokens, 2989, cost-ms, 3904, requestId, 5e16eaba-9bdc-9eee-a971-bbe84dd33564, temperature, 0
[2026-01-04T12:36:41.140+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3027, completion-tokens, 82, total-tokens, 3109, cost-ms, 2804, requestId, 50707fc0-9b79-9ed9-8a1c-d8f655d3fcf2, temperature, 0
[2026-01-04T12:36:47.489+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3147, completion-tokens, 91, total-tokens, 3238, cost-ms, 2904, requestId, 3b32e730-4a1a-92d0-aeff-561412ef72b2, temperature, 0
[2026-01-04T12:36:55.464+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2512, completion-tokens, 105, total-tokens, 2617, cost-ms, 3439, requestId, 47e29afa-14cf-97d6-ac03-069ea93742bd, temperature, 0
[2026-01-04T12:37:03.579+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3417, completion-tokens, 106, total-tokens, 3523, cost-ms, 5780, requestId, 2777e170-c89a-95b0-910f-778295ae85e5, temperature, 0
[2026-01-04T12:37:09.296+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2508, completion-tokens, 80, total-tokens, 2588, cost-ms, 2556, requestId, 119faae6-0404-994f-a3ed-70fb6e097e17, temperature, 0
[2026-01-04T12:40:01.647+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2522, completion-tokens, 40, total-tokens, 2562, cost-ms, 2592, requestId, a689c8d3-64dc-9114-a9b9-8316104d6017, temperature, 0
[2026-01-04T12:40:06.932+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2859, completion-tokens, 85, total-tokens, 2944, cost-ms, 2961, requestId, c21dec7a-3690-904d-94a9-72f924dda630, temperature, 0
[2026-01-04T12:40:12.507+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2982, completion-tokens, 90, total-tokens, 3072, cost-ms, 3200, requestId, c2d00f68-dae0-921c-a6a7-5e4ad939dc75, temperature, 0
[2026-01-04T12:40:19.262+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3110, completion-tokens, 84, total-tokens, 3194, cost-ms, 2904, requestId, 79090614-fdfe-9205-861d-6cf6ffbe8181, temperature, 0
[2026-01-04T12:40:25.925+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3232, completion-tokens, 86, total-tokens, 3318, cost-ms, 3292, requestId, 390a39a9-d607-9271-b18a-ca7eb8a1c338, temperature, 0
[2026-01-04T12:40:35.198+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2512, completion-tokens, 100, total-tokens, 2612, cost-ms, 4314, requestId, d2f63814-ed48-90e3-8835-13e883535cd8, temperature, 0
[2026-01-04T12:40:43.156+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2508, completion-tokens, 87, total-tokens, 2595, cost-ms, 3318, requestId, cbb5dab5-82cc-9398-ae24-aec34f072e3f, temperature, 0
[2026-01-04T12:43:07.945+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2521, completion-tokens, 83, total-tokens, 2604, cost-ms, 2925, requestId, 59821ed0-4ade-984a-bd78-692d3f5e5a72, temperature, 0
[2026-01-04T12:43:13.919+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2901, completion-tokens, 90, total-tokens, 2991, cost-ms, 3491, requestId, cc587410-3ac9-9380-a98f-fe1ba22defc9, temperature, 0
[2026-01-04T12:43:20.959+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3029, completion-tokens, 82, total-tokens, 3111, cost-ms, 3105, requestId, b7ec9989-ee47-966d-a220-ae23a5ed3cf8, temperature, 0
[2026-01-04T12:43:27.869+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3149, completion-tokens, 92, total-tokens, 3241, cost-ms, 3493, requestId, 60530817-488e-98c6-b028-baa209d0b6be, temperature, 0
[2026-01-04T12:43:38.398+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2514, completion-tokens, 89, total-tokens, 2603, cost-ms, 3025, requestId, b82d2d31-414a-9478-a183-db872d89cf70, temperature, 0
[2026-01-04T12:43:46.136+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2900, completion-tokens, 96, total-tokens, 2996, cost-ms, 5376, requestId, c76d7207-2f79-9c5b-be19-434f59dc2d1b, temperature, 0
[2026-01-04T12:43:50.965+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2508, completion-tokens, 80, total-tokens, 2588, cost-ms, 2533, requestId, ea728e57-de76-90fd-9209-7cebefec174f, temperature, 0
[2026-01-04T12:43:57.461+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2516, completion-tokens, 83, total-tokens, 2599, cost-ms, 3109, requestId, 3e450b20-62da-990a-8281-6cf2db45817c, temperature, 0
[2026-01-04T12:44:03.123+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2896, completion-tokens, 89, total-tokens, 2985, cost-ms, 2932, requestId, f8e3a2dd-5a7e-98e7-88ec-01166076eb11, temperature, 0
[2026-01-04T12:44:11.658+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3023, completion-tokens, 99, total-tokens, 3122, cost-ms, 3558, requestId, c2b1fa08-5598-9ffa-bc73-5e560699d3d8, temperature, 0
[2026-01-04T12:44:20.643+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 895, completion-tokens, 86, total-tokens, 981, cost-ms, 3414, requestId, 6c7e101d-0c0a-9ca9-86da-3a8074944321, temperature, 0
[2026-01-04T12:44:26.264+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2511, completion-tokens, 84, total-tokens, 2595, cost-ms, 3023, requestId, 55dc7505-1928-9221-8e11-dded0f5d773f, temperature, 0
[2026-01-04T12:45:29.214+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2521, completion-tokens, 83, total-tokens, 2604, cost-ms, 3470, requestId, 8fdf2de8-8fc3-928c-a953-ebe03da4aa81, temperature, 0
[2026-01-04T12:45:36.094+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2901, completion-tokens, 90, total-tokens, 2991, cost-ms, 4459, requestId, 369fb7f0-a289-9a3a-bc72-399d0ced6efc, temperature, 0
[2026-01-04T12:45:44.056+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3029, completion-tokens, 82, total-tokens, 3111, cost-ms, 3794, requestId, dc766baf-1015-9cf8-ad97-66d6f14d38a6, temperature, 0
[2026-01-04T12:45:50.705+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3149, completion-tokens, 92, total-tokens, 3241, cost-ms, 3513, requestId, 99a3c3d1-574b-953a-8009-8e094780f97e, temperature, 0
[2026-01-04T12:46:01.973+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2514, completion-tokens, 100, total-tokens, 2614, cost-ms, 3443, requestId, 6c25f891-9b89-9fbd-96d9-042ec76e3df2, temperature, 0
[2026-01-04T12:46:07.728+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2508, completion-tokens, 80, total-tokens, 2588, cost-ms, 2558, requestId, 5f5aa0a8-9d3d-9c7c-a50f-faa5ac60d07c, temperature, 0
[2026-01-04T12:46:14.618+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2516, completion-tokens, 83, total-tokens, 2599, cost-ms, 2880, requestId, 19e4f330-caa2-9311-ad49-eb08de9608d1, temperature, 0
[2026-01-04T12:46:20.592+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2896, completion-tokens, 89, total-tokens, 2985, cost-ms, 3410, requestId, affa11a8-07bd-968d-b469-fd5f78527963, temperature, 0
[2026-01-04T12:46:30.804+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 895, completion-tokens, 73, total-tokens, 968, cost-ms, 2664, requestId, 65528b5a-4ad9-9bb1-81c8-7cca7bbb5725, temperature, 0
[2026-01-04T12:46:35.926+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2511, completion-tokens, 84, total-tokens, 2595, cost-ms, 2653, requestId, 215a2774-9d28-9553-a5fa-b910c74f6bbc, temperature, 0
[2026-01-04T12:51:01.163+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2521, completion-tokens, 83, total-tokens, 2604, cost-ms, 3374, requestId, 33587254-09f7-9fc8-bd1b-e10a6938304d, temperature, 0
[2026-01-04T12:51:06.791+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2901, completion-tokens, 90, total-tokens, 2991, cost-ms, 3296, requestId, 69bc2a8b-5ed3-980a-a63b-c03f57d945ba, temperature, 0
[2026-01-04T12:51:13.828+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3029, completion-tokens, 85, total-tokens, 3114, cost-ms, 3228, requestId, f34d9fa0-9f8f-9236-b5a1-144c87f37eb6, temperature, 0
[2026-01-04T12:51:19.635+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3152, completion-tokens, 93, total-tokens, 3245, cost-ms, 3191, requestId, a017c840-d064-9c0c-b43f-00a6567e0b9b, temperature, 0
[2026-01-04T12:51:25.485+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2514, completion-tokens, 91, total-tokens, 2605, cost-ms, 3071, requestId, d6658b84-77b6-9415-8483-3109b03566cb, temperature, 0
[2026-01-04T12:51:33.355+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 890, completion-tokens, 55, total-tokens, 945, cost-ms, 3242, requestId, 351ed353-3bf4-9577-a7b9-fb96f9b1f656, temperature, 0
[2026-01-04T12:51:44.970+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2521, completion-tokens, 85, total-tokens, 2606, cost-ms, 3737, requestId, 2e01447c-7c38-9c8d-90af-ca2556163f5c, temperature, 0
[2026-01-04T12:51:50.851+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2903, completion-tokens, 90, total-tokens, 2993, cost-ms, 3499, requestId, 6785bd33-491e-94a7-adf9-3237e4ef7941, temperature, 0
[2026-01-04T12:51:57.508+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3031, completion-tokens, 82, total-tokens, 3113, cost-ms, 2987, requestId, beee8941-67df-91f8-8303-bc75d9309c68, temperature, 0
[2026-01-04T12:52:03.893+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3151, completion-tokens, 93, total-tokens, 3244, cost-ms, 2997, requestId, 17280aa5-bb4c-92ef-bfa9-8676ebfe80cf, temperature, 0
[2026-01-04T12:52:11.419+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2514, completion-tokens, 91, total-tokens, 2605, cost-ms, 2919, requestId, 65ac0211-ffc1-9ccb-81e9-6856c354513a, temperature, 0
[2026-01-04T12:52:18.198+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 890, completion-tokens, 57, total-tokens, 947, cost-ms, 2143, requestId, 63adab80-2ce6-9c65-8b42-5816627ef5f0, temperature, 0
[2026-01-04T12:53:42.310+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2521, completion-tokens, 37, total-tokens, 2558, cost-ms, 2049, requestId, d92c7496-49ab-9732-87c3-768594ef3ef9, temperature, 0
[2026-01-04T12:53:47.520+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2855, completion-tokens, 84, total-tokens, 2939, cost-ms, 2817, requestId, 6d219314-dcc9-9158-9a1b-9fad7f366ed8, temperature, 0
[2026-01-04T12:53:53.111+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2977, completion-tokens, 90, total-tokens, 3067, cost-ms, 3231, requestId, 81d09915-0c4e-917a-9e28-35a14cbc7b03, temperature, 0
[2026-01-04T12:53:59.928+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3105, completion-tokens, 82, total-tokens, 3187, cost-ms, 2845, requestId, 9c2adb08-10d1-900b-9c41-eea975981b25, temperature, 0
[2026-01-04T12:54:06.663+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3225, completion-tokens, 91, total-tokens, 3316, cost-ms, 3354, requestId, bb98487d-eb31-9da6-9419-2282d3c8abe0, temperature, 0
[2026-01-04T12:54:12.459+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2515, completion-tokens, 32, total-tokens, 2547, cost-ms, 1844, requestId, a5143c39-222f-9c7c-9c1e-9ddd806f11db, temperature, 0
[2026-01-04T12:54:15.893+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2844, completion-tokens, 84, total-tokens, 2928, cost-ms, 2858, requestId, 303e9b07-aee4-93fa-92c8-0e6b0b0540d0, temperature, 0
[2026-01-04T12:54:22.057+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2508, completion-tokens, 80, total-tokens, 2588, cost-ms, 3853, requestId, b14c3231-9866-9673-9e42-a06e5fedd5a3, temperature, 0
[2026-01-04T12:55:03.078+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2521, completion-tokens, 83, total-tokens, 2604, cost-ms, 3316, requestId, 9bcdebfd-6883-91fd-a74d-faadb42e28fa, temperature, 0
[2026-01-04T12:55:08.840+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2901, completion-tokens, 90, total-tokens, 2991, cost-ms, 3355, requestId, b0b1a145-8829-9b9f-9775-e4cc8089cf6d, temperature, 0
[2026-01-04T12:55:14.985+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3029, completion-tokens, 82, total-tokens, 3111, cost-ms, 2609, requestId, d56ad2a0-4a29-99ec-8a64-36c9bc511414, temperature, 0
[2026-01-04T12:55:21.635+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3149, completion-tokens, 93, total-tokens, 3242, cost-ms, 3422, requestId, 017c006e-9bd6-93c2-8ea2-7a14f0550c16, temperature, 0
[2026-01-04T12:55:27.000+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2515, completion-tokens, 32, total-tokens, 2547, cost-ms, 1468, requestId, f15a8af3-9862-94a7-a402-5d8e825cbad3, temperature, 0
[2026-01-04T12:55:29.409+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2844, completion-tokens, 33, total-tokens, 2877, cost-ms, 1834, requestId, ee9aff75-14cb-94ea-ae33-02ade56f31cc, temperature, 0
[2026-01-04T12:55:34.906+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2915, completion-tokens, 79, total-tokens, 2994, cost-ms, 4854, requestId, 4f8bb1df-89ad-9ad3-b1d7-68e6f6962d7c, temperature, 0
[2026-01-04T12:55:40.413+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2508, completion-tokens, 80, total-tokens, 2588, cost-ms, 3291, requestId, 496fd1ea-577f-9484-b0ae-32c24c92bab2, temperature, 0
[2026-01-04T12:55:46.618+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2516, completion-tokens, 83, total-tokens, 2599, cost-ms, 2740, requestId, 0bb8946f-1acf-9a1a-b4d0-211fc796cf4d, temperature, 0
[2026-01-04T12:55:52.570+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2896, completion-tokens, 89, total-tokens, 2985, cost-ms, 3219, requestId, 6b1226d2-4784-960f-bcda-80caae57db83, temperature, 0
[2026-01-04T12:56:02.853+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 895, completion-tokens, 93, total-tokens, 988, cost-ms, 3094, requestId, ac1b1582-e114-9330-a3be-4a2413b88b96, temperature, 0
[2026-01-04T12:56:08.237+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2511, completion-tokens, 84, total-tokens, 2595, cost-ms, 2906, requestId, ca1f5904-e252-9c2c-9b42-879aab609d00, temperature, 0
[2026-01-04T12:58:13.109+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2521, completion-tokens, 85, total-tokens, 2606, cost-ms, 3243, requestId, 0d3654ad-c88d-950d-adc8-a168809a3fd3, temperature, 0
[2026-01-04T12:58:20.873+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2903, completion-tokens, 90, total-tokens, 2993, cost-ms, 3898, requestId, cc8621e9-7737-99dd-b349-105e76c2967e, temperature, 0
[2026-01-04T12:58:27.963+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3031, completion-tokens, 85, total-tokens, 3116, cost-ms, 3213, requestId, 5c268f5a-5434-9252-b83e-e37e79ac9108, temperature, 0
[2026-01-04T12:58:34.463+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3154, completion-tokens, 93, total-tokens, 3247, cost-ms, 3163, requestId, 36084cd0-34bf-9d76-a65d-d221287e7f35, temperature, 0
[2026-01-04T12:58:42.629+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2522, completion-tokens, 86, total-tokens, 2608, cost-ms, 2940, requestId, cdb9a6cb-7222-9b9a-a610-1ca473600d64, temperature, 0
[2026-01-04T12:58:48.413+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2905, completion-tokens, 89, total-tokens, 2994, cost-ms, 3221, requestId, 609dc183-766e-9c89-bdd3-3a44476ea5a3, temperature, 0
[2026-01-04T12:58:55.438+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3032, completion-tokens, 84, total-tokens, 3116, cost-ms, 3253, requestId, 6d9590f4-3ea9-9831-a560-d34387819269, temperature, 0
[2026-01-04T12:59:02.463+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3154, completion-tokens, 92, total-tokens, 3246, cost-ms, 3477, requestId, dc5a11a2-da17-9569-b3e4-189d4d884650, temperature, 0
[2026-01-04T12:59:11.309+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3284, completion-tokens, 103, total-tokens, 3387, cost-ms, 5414, requestId, 18737903-b8fb-93a0-b853-df7f0feb98d4, temperature, 0
[2026-01-04T12:59:16.698+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3922, completion-tokens, 82, total-tokens, 4004, cost-ms, 3080, requestId, d9d91158-71e0-9af4-9ec2-93bb123f43a7, temperature, 0
[2026-01-04T12:59:37.889+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2521, completion-tokens, 83, total-tokens, 2604, cost-ms, 3706, requestId, e1e5aaeb-f6b3-983f-8f59-19909b455df3, temperature, 0
[2026-01-04T12:59:44.890+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2901, completion-tokens, 90, total-tokens, 2991, cost-ms, 4763, requestId, 2e7c4ed3-8798-95a0-82eb-2a00a835efab, temperature, 0
[2026-01-04T12:59:52.400+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3029, completion-tokens, 85, total-tokens, 3114, cost-ms, 3690, requestId, 0a25c676-1c5e-94a0-8faa-f5c4a35b38b5, temperature, 0
